FilePath,Project,Extension,Classification,AuditStatus,Notes
graphify-out/cache/ast/v0.9.18/3aa0e8a48b1e3d42c589084a975649a9a99317c354926845dcd661e0bac6d4f7.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3ac9a156885453f44c2ce63055bcc7d0425287bdfc02bd9691eab3113d5f5d7f.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3ad1534979bfc5b57c3aa0fc54f903ff4d39055018b3db8e1b4f1a70b1fe8b2d.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3b1b1aa2ea5301a53ee484c093654afacc8b6c8328de7b4205144e0f769cea1c.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3b26c84fc9690c24d32dded426bcdb0bafc940e090becb431b63f39ca3b1ac23.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3b6ab68412584ae8163d2b65d8f2c27cd926c140070cc789cd114b3f105113cd.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3b6b1aed169a460c02355bd18db5b3697e412f8224e47a4db1579172d146d37e.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3b85b12feb3763dc3e4863a36d303e4c17cf837caeb310190bedf1ad7e3bc12a.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3b8dd45e333d1a9a6cdc5ac8de7a120005974fe2794afbb2529923d6e3f559e6.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3bc6623ab46f674c67421e0c00b448fd8ee5aaff9dac05c573a93b935ba0904d.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3bd1548550ba436cb8d7bdde67886c6713abc9eb95657f91ba5be79904fc9367.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3bd3879fe6e395c75f8a07b304bea585752a9d24895fe7b4b1223b394d2c4c5c.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3c10189ce746fbe1075801a4d8069361ca7af148b7e2da87e21d5b56c1124021.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3c2e55ebe7232c4f4618823909eb7a298f801003f5d7cdfecb9e05178a3e56cf.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3c39e455e53791a399643a6b7412bf305636cc9d2db36e077c0d39260ad0a405.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3cba1c29d2cedaf2ac1bf6e9671e795413e61ac1d25dcd4c823381d62c7a9255.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3d9cc659273c99d55484d83ba20e25223bcbc480dfeaa028739cfd8ed660262d.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3dd6ea3aec92a309da513b5e15f226752f38113686f8453d7b7f9505a6285346.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3e249e72d2a1ccd7012ee68613dd7e4523043193b9d742180b51ef2f6e693243.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3e331564df3872387e7985995c2eb5cb9b266691ac6a27e3998f3fa0f459d94a.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3e601cf553e3db71dae1ec000f24c4a9dc83a2dbde97ead3977e17e67031be42.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3e6b62b61d72c21da6f5743d272509677687f39fb325b3f9205942d7afba3d22.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3e9c591e18a5a94eeb71f8b3945c2f03a3587bfc533b7cc22d2b3d436a215e16.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3ea3b40c0124fc3cd0574deda5918179057ef48e981f08cd3cf193b427d32e34.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3ec19207a6f8da3305121ff8eaee41827e21b16d3a0a7bf6d8a5a1e957e79cae.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3f04cb595ff9c79dc6d5b0720a0770f570c806e7a41ddc563242792fd9060a86.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3f1490449cd8e4af717013a95af7dfa06f24d7025a885e28991d17bf3d52b396.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3f20767280bb26eb4c813e7d8650973d37625dbb5bd83aa9042f3db915ea1008.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3fdfda40c8cfd68ca4f1e2ebc3858944f734653a2ed2a13b034df7d9d3577fb8.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3ff94c8f4fbdf9f04f7b38843e18d950933cf8b4d2ee1074e4d5f4bfb6e54f76.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/3ff9d5cd1534caee9eed42f53913ab08c77e40694c3b04fe7c8c86229cdf2a0b.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4037dad5b5457d191ab1f51695b7f1b074014a2222515719d3d986f94819198c.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/404b94d20f643c9f1b544474e896fe0ded895f1ebe95096e3ff98df5536d0d93.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/40b8a76084d82795715d2eb851464ac871c876e6f450bf24fe0555e682ca9b07.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/412d3edbc58e0c422d653c94526785b6f8337bf8e554dcb3acd7379fb1a24679.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4141e1e291478eb74fa7d0f4847374a5882e54940f2938230a80c496ef08a7f2.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4153c43726844a55df63255ca4c2a3aa89f6ad7e6fb91be5d9cf415f79b04051.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/415f815f61f6faa854f66445cfe41b4e732a666bbad201b1c2ef42a8a5ba8ca0.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4192fe606d3c895d434b843d858552f70e3597b95ec469bee370ce1e5c56fd6b.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/419c9d4ec2e4da5b9dbf48f670c3abb4ea951c085410c09be5dc3d7b61f71545.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/41b214d3844baa15163fc11386b7805d8c00d0b879b4fa76584e497774c629ac.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/41b764d524991d8a4fe1179083d1a5c30ad04b15624aab53c583c99cdd1c80d2.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/41be24c4cd4957a4d0f2d76fc87e5631d92bddc0c4246ac02aaf0f4f27041aed.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/41c03ae59d8aced2c1a13eb96dc392d35392d80fd1736e93d54d35aafefa3a0c.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/41e7c6d4aa0ce5f002f7377e33f8be9881b58355418a7207bad0515b56903e19.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/420baa9551c14fcb3e2608ae08fef98ee6e0c85f7d4fa18e1d092aacc4aaf24f.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4287e0da40f93fa3817b640513afed29b6560b059f9b1c2acfadf1aff9a34853.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/42aec2bee6125a5bcd28d51c7b2fa9784562cc0e5434ed0cda077031125d67ba.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/42e1c6954bc41ddfc875742680f1103731e0c079c4474316453e87744c5a5399.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/434a5cb9e18f437ee3d1e786534e850dbfe6dfde10e0b3cdc5645dbe659cc41a.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/434fcb147309adef87d6d2692e746f06c3dfdf0f774f69639828af3a32f345f7.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/43910e45d6d82c942b14611745b39ddaba78f1d1d699c89bdd9d516bbdd3f402.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/439ac3688dcc6466bed2bdfda0327147a83d4f111794b2f47e2ad5dc80ec84c4.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/43ac4cff70c63746f1610689b09b7a6b15646267c5ecb24ee29ec668a0579626.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/43b4438f13e4e17f22cfa992404605827f303b535a080ab45d1eeb9c621b8065.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/43e007db91d9a6cc352445fa383bbf924fac126c1451b35b9a263e850daa8d41.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/444fb9f536d3c4ae1fde3fd51878471a46499ce1d35db3aab4f3ff20c75e7a3d.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/447d3bc3f3a7de6c5ab47e26ba4620f1aa8cc5540e017212bdc5079f7b256364.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/448878fde6203f98fc8630cb6ecb71d265213f0063b292ed316f612ea6da3a67.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/449b37a52d2e2cca5027e2d6caac439417f3845bc3af67b91aeb7f6e1a23a9d6.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/44a477487bf10015f9082852e16c9c92931a80c4fa2e88c9d86b654708b3550f.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/450b6a93c1178a5992454b2c3b259ccb8c999e01416daae9911f7246c580f29b.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4529dc5a76e9193a7017285ce1cbc0cd3069b32b0a88a657ab430114532a1f52.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4546fc6015c27098aa09a1f85ebafcbc796ea056564343b94dc69ce3e59f3cf7.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/455fb9c7489e9eadd3e0f93aa9dfdcc99abebb389b247f4990b6476b29455a89.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/456fb265a6feeebf720437e268750c03a2901065c53019f7717c7d3d21ce6d52.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/45b0c27024e63420e0ebbef56d1ed9fe3bbfe85d45beb8e918c293570ebe09c2.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/45b9e7e5b368d2d53bf669648da2756857c6df28e2c466855690019022a9355a.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/45d3d9fe564d6d851165d9f2e5dd025a1b446a41dba79eb10712e6b99e5b3ccb.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/45f4e111b7d8bf6fc76d2caba193ec13fca99cf7023ea04f0739d89254ab0e3c.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/465b7f59e2716c021e13829c0e9c1e66eca5db340f553069d3c7ea0750e9675d.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/465eda8b241ff2736a21a14e77b0e2f9c15850e975c39d341dd4d8a5e60c86e1.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4663653479d17d66f898b18eb40374dc75e148254660288980869f5583d71d32.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/466fa20e46abaf266cdbfa5ddc98a7840a36d7bf1791d4383c5b284996722d80.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/469421dbed376263ea2ff1be78d0964808efebd6fda50fa378bbed5310e5a4b6.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4760042a70bbbb44debcd67309080b42f9fc89bd13a40082d5efcb0a29abdb9d.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/478f971473513e6c9eb0dcad539fcbc422451de0aa829c0b4e0bcfd7ba106588.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/48ba736f5fbbdcc40dbff828357d24cac105e8c06f2a83589797f8966152a416.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/48e4060a85f8c634772dc09e9292b3127cc05cccb975b1d03dd286b0bc2a597b.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/490414d2b7b334a5741f7c33e9640d1908dd0bcec868dfd9b532764151c61413.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/490dd076efc93b7bcbda896cdf0f4c819eeaeb7da79d62159e29033563dc03c4.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/491593c7361913dc6cedeb98224fc97e1d24df72ac9448273196571768930b4a.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4960550d98da44a940c57e6582c4e8b7d45d7aa93dd6a41a13c0953095d8b77c.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/496ef7161c4aee9895b8fbb1983e561609fbfbee2afd06db1310058c0546c86c.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/499a38c0b2c0e04c794f3af302ab9f193bb8a1e3c1b5da9eedb8cc2017e2baab.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/499d823b3a59c54b056c6e876c0b18559b07f2ebc307b9b25b1d97bc26514c18.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/49b49da8fdde692d1bf98bb83113a0414cd10baec389533686ffc7ebeff22c99.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4a2b00be63e4fabf3c4b3214dc1577fabeaf02521bf297e6cfc60355f4175e56.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4a8a742c6b81c229418f53ed90b9b9b153e5f368857c6d6b216a3d3638dada0a.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4a9fd17951ee2bda7bb1353225b044bc4813f53dd9bc08ae2d5ae6ae2904a07b.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4affc635a53374523ecd9cd1e076ec4baba71c154418084e2e7fb938edad4681.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4b0defbdfc4640edd43520f69c8d0e5f2891b2aa0f0fda72008e01a155af85e7.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4b1d5e223fd9dc3191a9bb9e517a9680e26cf5af88b816698d1d3abb4d13c31e.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4b1f2b7bd8cc3a0c7fa65978295f8d77625316cc33ae30021d3784c9352b337a.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4b53e172e7043eb32939b1c4ee46f24bdeb58241a82539bdc5756696dfeb93fb.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4b8e099eb43d8ed7f9c4e01d1381276b098203f34fd8f8e34f79ff27c98a8c97.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4bb96b872463ff581746fa07e6686cf7325dec06009560510fbef1c19df32bb6.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4bb9ade7dc3f577068eb4a1755ea39ec559702a6eb531e6a80843ed2a9e21a32.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4bf9a59844cf56bd3931de2b44d747870fffebdea1c72320256d98dc6794a37a.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4c263569c141a06ed5203ec450d31cb0264e6e8053c77df108d7214a0f2f50cd.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4c47a1666ebd2053bac621d9cbf7a5d3efff9a832a2f0508b4f9858de6ed6c92.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4cefcdceacb78a3d686026c7978833c312efae0a648176e154576abb24c25f65.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4cf49c5f8ba46c7a1a66b51935b74f4b305e3a462e6c42c48850cab0551f4c96.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4d2edde3cbe9a812fe7112631899379bf154bf46e25db68dd231145197252761.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4d46286b47ebc9c4c5215dbbffab20dc476d1be4eb0c6b9e308b782c0837f143.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4d7ee5432b0e4cba704f7c8438ec2820ab659a0609176621e547ace20e01aded.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4d8f987219e46973c8643ef3daa56baa9018ac6242893af7dd422685ded63493.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4da55938193de2136589c2d92b1099e7f2cacb878f5514378b5a70d13c64e066.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4dbbecb3f8211d05e8d662c7d9e8450051b1201f9b6aa2e50791b86ce15aaed2.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4e0004c437e68804a93a7ca284eea3485d648f3369b60be8581da23ba85f59c5.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4e6392f323eac5d6590a528d230a3f118f4b04668f2d6d03686246b226fe770f.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4e9cb4db1c12265305441b5964d78ef7af05b5111e756a0a22ada0a3c81d122a.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4ea4e956c9a46385cec71ed7f974562d9f3c0ff9e1e77243f267ec3a0749bfc6.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4edb2a096a6e4e45e919026b0077ccd198102c5bd2812cc11a3a5889779486df.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4efdbff8a33563a966bb41d1cfaf6f279a7a4fe4b3baca19cf65bfbe3cba78a3.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4f0c3b8f0de39199cf3ee8bb66bdc610ff5595014e10d3e7711e01f563369e55.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4f55bde3a59594d8bb3e60d537dc8c47d1418bfd41638f0cb4f92122425e3535.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4f7e3d183539cca5976545f0918fb8cc7ec7a589c87491a1e4f534121e631303.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/4f8683cf4af117602ef8ec8025671e2a8741dcb9b0b8870a1a28834969fb5f70.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
graphify-out/cache/ast/v0.9.18/500a80bdf3e42dbee0a54c7e42d662fbe93d52ce40a178d809d4225fb95b9cd5.json,graphify-out,json,GENERATED,GENERATED - VERIFIED,graphify knowledge-graph artifact; regenerated by graphify update .
